Danger_Level__rgn1_T3,Speed_RPT__I2_t2,Speed_RPT__i1_t2,Speed_RPT__i1_T3,Speed_RPT__I2_T3,Speed_RPT__i3_t2,Speed_RPT__i3_T3,VehicleType__v2,VehicleType__v1,VehicleType__v3,MTI_Condition__v2_mti1_t2,Speed__v2_t2,MTI_Condition__v1_mti1_t2,Speed__v1_t2,MTI_Condition__v1_mti1_T3,Speed__v1_T3,MTI_Condition__v2_mti1_T3,Speed__v2_T3,MTI_Condition__v3_mti1_t2,Speed__v3_t2,MTI_Condition__v3_mti1_T3,Speed__v3_T3,Speed__v2_t1,Speed__v1_t1,Speed__v3_t1
Low,Fast,Fast,Fast,Slow,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Bad,Fast,Good,Slow,Good,Slow,Bad,Slow,Slow,Slow,Slow
Low,Fast,Slow,Fast,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Slow,Fast,Slow
Low,Fast,Fast,Slow,Slow,Slow,Slow,Wheeled,Wheeled,Tracked,Good,Fast,Bad,Fast,Good,Slow,Bad,Fast,Good,Slow,Good,Slow,Fast,Slow,Fast
High,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Tracked,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Fast,Slow
High,Fast,Fast,Slow,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Slow,Good,Slow,Good,Fast,Good,Slow,Slow,Fast,Slow
Low,Slow,Slow,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Slow,Fast,Fast
High,Fast,Slow,Fast,Slow,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Bad,Fast,Bad,Fast,Good,Slow,Good,Fast,Fast,Fast,Fast
High,Fast,Fast,Slow,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Bad,Slow,Good,Slow,Good,Fast,Good,Slow,Fast,Fast,Fast
High,Slow,Fast,Fast,Slow,Fast,Fast,Tracked,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Good,Slow,Bad,Fast,Good,Fast,Slow,Slow,Fast
High,Slow,Fast,Slow,Fast,Slow,Slow,Wheeled,Tracked,Wheeled,Good,Slow,Good,Fast,Bad,Slow,Good,Slow,Good,Slow,Bad,Slow,Slow,Fast,Fast
Low,Fast,Slow,Fast,Fast,Fast,Slow,Wheeled,Tracked,Wheeled,Good,Fast,Good,Slow,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Slow,Slow,Fast
High,Slow,Fast,Fast,Fast,Fast,Fast,Tracked,Wheeled,Wheeled,Good,Slow,Good,Fast,Bad,Fast,Bad,Fast,Good,Fast,Good,Fast,Fast,Slow,Slow
High,Fast,Fast,Slow,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Slow,Bad,Fast,Good,Fast,Bad,Fast,Fast,Fast,Fast
Low,Fast,Slow,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Fast,Fast
Low,Fast,Fast,Fast,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Fast,Fast
Low,Fast,Slow,Fast,Slow,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Good,Slow,Good,Slow,Slow,Slow,Fast
Low,Slow,Slow,Fast,Fast,Slow,Slow,Wheeled,Wheeled,Wheeled,Bad,Fast,Bad,Fast,Bad,Fast,Bad,Fast,Good,Slow,Good,Fast,Fast,Fast,Slow
Low,Fast,Fast,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Fast,Fast,Slow
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Bad,Slow,Bad,Fast,Good,Fast,Fast,Slow,Fast
High,Fast,Fast,Fast,Slow,Slow,Slow,Wheeled,Tracked,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Slow,Good,Fast,Slow,Fast,Slow
Low,Slow,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Slow,Fast,Slow
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Fast,Fast
Low,Fast,Fast,Fast,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Good,Slow,Slow,Slow,Slow
Low,Slow,Slow,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Slow,Bad,Fast,Bad,Fast,Good,Fast,Good,Fast,Fast,Slow,Slow
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Slow,Slow,Slow
Low,Fast,Slow,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Good,Fast,Good,Slow,Good,Fast,Bad,Fast,Fast,Slow,Slow
Low,Slow,Fast,Fast,Slow,Slow,Slow,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Fast,Good,Fast,Good,Slow,Bad,Fast,Good,Slow,Slow,Fast,Fast
Low,Slow,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Slow,Fast
Low,Fast,Fast,Slow,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Good,Slow,Bad,Fast,Good,Fast,Good,Fast,Fast,Fast,Slow
Low,Fast,Fast,Fast,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Slow,Slow,Slow
Low,Fast,Slow,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Fast,Slow,Fast
Low,Slow,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Fast,Slow
Low,Fast,Fast,Slow,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Good,Slow,Good,Slow,Good,Fast,Bad,Fast,Slow,Slow,Fast
Low,Fast,Slow,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Fast,Slow,Fast
Low,Slow,Fast,Slow,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Slow,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Slow,Slow,Slow
High,Fast,Slow,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Fast,Slow
Low,Fast,Fast,Slow,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Bad,Fast,Good,Fast,Good,Slow,Good,Fast,Slow,Slow,Slow
Low,Fast,Fast,Slow,Fast,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Good,Slow,Bad,Slow,Slow,Fast,Fast
High,Slow,Slow,Slow,Slow,Fast,Slow,Tracked,Wheeled,Wheeled,Good,Slow,Bad,Fast,Bad,Fast,Good,Slow,Bad,Fast,Good,Fast,Fast,Slow,Slow
Low,Fast,Slow,Slow,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Bad,Slow,Good,Slow,Bad,Fast,Good,Slow,Slow,Fast,Slow
Low,Slow,Fast,Fast,Fast,Fast,Fast,Tracked,Wheeled,Wheeled,Good,Slow,Bad,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Slow,Fast,Slow
High,Slow,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Slow,Good,Fast,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Slow,Slow
Low,Fast,Slow,Slow,Fast,Slow,Fast,Wheeled,Wheeled,Tracked,Good,Slow,Bad,Slow,Good,Slow,Good,Fast,Good,Slow,Bad,Slow,Slow,Fast,Fast
High,Fast,Slow,Slow,Fast,Slow,Slow,Wheeled,Tracked,Wheeled,Good,Fast,Good,Slow,Good,Slow,Good,Fast,Good,Slow,Bad,Fast,Fast,Fast,Slow
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Bad,Slow,Good,Fast,Bad,Fast,Good,Fast,Slow,Slow,Fast
Low,Fast,Slow,Slow,Fast,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Slow,Bad,Fast,Good,Slow,Bad,Slow,Slow,Slow,Slow
Low,Slow,Fast,Fast,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Bad,Slow,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Bad,Fast,Fast,Slow,Fast
High,Slow,Fast,Slow,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Good,Slow,Slow,Fast,Slow
Low,Slow,Slow,Fast,Fast,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Slow,Good,Fast,Good,Fast,Good,Slow,Good,Slow,Slow,Slow,Slow
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Fast,Fast
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Slow,Slow,Slow
Low,Fast,Fast,Fast,Fast,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Slow,Fast,Fast,Slow
High,Fast,Slow,Slow,Slow,Slow,Fast,Wheeled,Tracked,Tracked,Good,Fast,Good,Slow,Good,Slow,Good,Slow,Good,Slow,Good,Fast,Slow,Slow,Fast
Low,Fast,Slow,Slow,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Slow,Slow,Slow
Low,Fast,Slow,Slow,Fast,Slow,Slow,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Slow,Good,Slow,Good,Fast,Good,Slow,Good,Fast,Fast,Slow,Slow
High,Fast,Slow,Slow,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Slow,Fast,Slow
Low,Slow,Slow,Fast,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Slow,Good,Fast,Bad,Slow,Good,Fast,Good,Slow,Slow,Slow,Slow
Low,Fast,Fast,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Good,Fast,Bad,Slow,Bad,Fast,Bad,Fast,Slow,Slow,Slow
Low,Slow,Fast,Slow,Fast,Fast,Fast,Tracked,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Slow,Slow,Fast
High,Fast,Slow,Slow,Fast,Slow,Fast,Wheeled,Tracked,Tracked,Good,Fast,Good,Slow,Bad,Slow,Good,Fast,Good,Slow,Bad,Fast,Slow,Fast,Fast
Low,Fast,Slow,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Tracked,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Slow,Fast,Fast
Low,Fast,Fast,Slow,Slow,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Bad,Fast,Slow,Slow,Fast
Low,Fast,Slow,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Bad,Fast,Good,Slow,Good,Fast,Good,Fast,Slow,Slow,Slow
Low,Fast,Fast,Fast,Fast,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Good,Slow,Slow,Fast,Slow
Low,Fast,Fast,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Fast,Fast,Fast
Low,Slow,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Bad,Fast,Good,Fast,Bad,Slow,Good,Fast,Good,Fast,Fast,Slow,Fast
Low,Fast,Fast,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Good,Fast,Bad,Fast,Good,Fast,Good,Slow,Slow,Slow,Slow
Low,Fast,Slow,Slow,Slow,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Bad,Slow,Good,Slow,Good,Slow,Good,Slow,Slow,Fast,Fast
High,Fast,Fast,Slow,Fast,Slow,Fast,Wheeled,Tracked,Wheeled,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Bad,Slow,Good,Fast,Fast,Fast,Fast
High,Fast,Slow,Slow,Slow,Slow,Slow,Tracked,Tracked,Tracked,Good,Fast,Good,Slow,Good,Slow,Bad,Fast,Bad,Slow,Good,Slow,Fast,Fast,Fast
Low,Fast,Slow,Fast,Slow,Slow,Slow,Wheeled,Wheeled,Tracked,Good,Fast,Good,Slow,Bad,Fast,Good,Slow,Good,Slow,Good,Slow,Slow,Fast,Fast
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Good,Fast,Fast,Slow,Slow
Low,Fast,Fast,Fast,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Slow,Slow,Slow
Low,Fast,Fast,Slow,Fast,Slow,Slow,Wheeled,Tracked,Wheeled,Bad,Fast,Good,Fast,Bad,Slow,Good,Fast,Good,Fast,Good,Slow,Fast,Fast,Fast
Low,Slow,Slow,Slow,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Slow,Good,Slow,Good,Slow,Good,Fast,Bad,Fast,Slow,Slow,Slow
Low,Fast,Fast,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Good,Fast,Bad,Fast,Slow,Fast,Slow
Low,Slow,Slow,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Fast,Bad,Fast,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Fast,Slow
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Bad,Slow,Good,Fast,Fast,Fast,Slow
Low,Fast,Fast,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Slow,Bad,Fast,Good,Fast,Good,Fast,Bad,Fast,Slow,Slow,Fast
High,Fast,Fast,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Bad,Fast,Good,Slow,Good,Fast,Good,Fast,Fast,Fast,Fast
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Slow,Slow,Slow
Low,Slow,Fast,Fast,Fast,Slow,Fast,Wheeled,Wheeled,Tracked,Bad,Slow,Good,Fast,Good,Fast,Bad,Fast,Good,Slow,Good,Fast,Slow,Slow,Fast
Low,Fast,Slow,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Bad,Fast,Good,Slow,Bad,Fast,Good,Fast,Fast,Slow,Fast
Low,Fast,Fast,Slow,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Good,Slow,Good,Fast,Bad,Slow,Good,Fast,Fast,Slow,Slow
Low,Fast,Fast,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Fast,Slow,Slow
Low,Fast,Fast,Fast,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Bad,Slow,Good,Fast,Fast,Fast,Slow
Low,Slow,Slow,Slow,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Slow,Good,Slow,Bad,Fast,Good,Fast,Good,Slow,Slow,Slow,Slow
Low,Fast,Fast,Slow,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Fast,Good,Slow,Good,Slow,Good,Fast,Good,Slow,Fast,Slow,Fast
High,Slow,Slow,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Slow,Good,Fast,Bad,Fast,Good,Fast,Good,Fast,Slow,Slow,Slow
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Slow,Fast,Slow
Low,Slow,Fast,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Bad,Slow,Bad,Fast,Slow,Fast,Fast
Low,Slow,Fast,Slow,Slow,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Bad,Slow,Bad,Fast,Bad,Fast,Bad,Fast,Slow,Fast,Slow
Low,Fast,Slow,Slow,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Fast,Slow,Fast
High,Fast,Slow,Slow,Slow,Fast,Fast,Wheeled,Tracked,Wheeled,Good,Fast,Good,Slow,Good,Slow,Bad,Slow,Good,Fast,Good,Fast,Slow,Fast,Slow
High,Fast,Fast,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Bad,Slow,Good,Fast,Bad,Fast,Slow,Fast,Slow
High,Fast,Fast,Fast,Fast,Fast,Slow,Wheeled,Tracked,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Slow,Slow,Fast
High,Slow,Fast,Slow,Fast,Slow,Slow,Wheeled,Wheeled,Tracked,Good,Slow,Bad,Fast,Bad,Fast,Good,Fast,Good,Slow,Good,Slow,Slow,Fast,Fast
Low,Fast,Fast,Fast,Fast,Slow,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Slow,Fast,Fast,Fast
Low,Slow,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Bad,Fast,Slow,Slow,Slow
Low,Fast,Slow,Slow,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Slow,Good,Slow,Bad,Fast,Good,Fast,Bad,Fast,Fast,Slow,Slow
Low,Fast,Slow,Slow,Fast,Fast,Slow,Wheeled,Tracked,Wheeled,Good,Fast,Good,Fast,Bad,Slow,Good,Fast,Bad,Fast,Good,Slow,Fast,Fast,Slow
Low,Slow,Slow,Slow,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Bad,Fast,Bad,Slow,Bad,Slow,Slow,Slow,Fast
Low,Fast,Slow,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Fast,Bad,Fast,Bad,Fast,Bad,Fast,Fast,Fast,Fast
Low,Fast,Fast,Slow,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Slow,Good,Slow,Good,Fast,Bad,Fast,Good,Fast,Fast,Fast,Fast
High,Fast,Fast,Fast,Slow,Fast,Fast,Tracked,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Fast,Slow,Slow
High,Fast,Slow,Fast,Fast,Slow,Slow,Wheeled,Tracked,Tracked,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Good,Slow,Good,Slow,Fast,Slow,Fast
Low,Fast,Fast,Slow,Fast,Slow,Slow,Wheeled,Wheeled,Tracked,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Good,Slow,Good,Slow,Slow,Fast,Slow
Low,Fast,Slow,Slow,Slow,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Slow,Good,Slow,Good,Fast,Good,Slow,Slow,Fast,Slow
Low,Fast,Fast,Fast,Slow,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Bad,Slow,Bad,Fast,Slow,Fast,Slow
Low,Fast,Fast,Slow,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Fast,Bad,Fast,Bad,Slow,Good,Fast,Bad,Fast,Fast,Fast,Fast
Low,Slow,Slow,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Slow,Good,Fast,Bad,Slow,Good,Fast,Bad,Fast,Slow,Slow,Slow
Low,Slow,Slow,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Slow,Fast,Slow
Low,Slow,Fast,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Good,Slow,Bad,Fast,Good,Fast,Slow,Fast,Fast
Low,Fast,Slow,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Fast,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Slow,Fast,Fast
Low,Fast,Slow,Slow,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Fast,Bad,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Slow,Slow
Low,Slow,Slow,Fast,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Slow,Good,Fast,Bad,Fast,Good,Slow,Good,Fast,Slow,Slow,Slow
Low,Slow,Slow,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Fast,Slow,Slow
Low,Fast,Slow,Slow,Fast,Fast,Fast,Wheeled,Wheeled,Tracked,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Good,Fast,Bad,Fast,Slow,Slow,Fast
Low,Fast,Fast,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Fast,Bad,Fast,Good,Slow,Good,Fast,Good,Fast,Fast,Slow,Slow
High,Fast,Slow,Slow,Slow,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Slow,Good,Slow,Bad,Fast,Good,Fast,Slow,Slow,Fast
Low,Slow,Fast,Fast,Slow,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Bad,Fast,Bad,Fast,Good,Slow,Good,Fast,Slow,Fast,Slow
High,Fast,Slow,Fast,Slow,Slow,Fast,Tracked,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Bad,Slow,Good,Slow,Good,Fast,Fast,Slow,Slow
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Bad,Fast,Good,Fast,Bad,Fast,Good,Fast,Slow,Fast,Fast
Low,Fast,Slow,Slow,Fast,Slow,Slow,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Fast,Good,Slow,Good,Fast,Bad,Fast,Good,Slow,Slow,Slow,Slow
Low,Fast,Fast,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Fast,Fast,Slow
Low,Fast,Fast,Fast,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Slow,Slow,Fast
Low,Slow,Slow,Slow,Fast,Fast,Fast,Wheeled,Tracked,Wheeled,Good,Slow,Good,Slow,Bad,Slow,Good,Fast,Good,Fast,Good,Fast,Slow,Slow,Fast
High,Slow,Fast,Fast,Fast,Fast,Slow,Tracked,Wheeled,Wheeled,Bad,Slow,Bad,Fast,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Fast,Fast
Low,Fast,Slow,Fast,Fast,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Bad,Fast,Bad,Fast,Slow,Slow,Slow
Low,Fast,Slow,Fast,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Bad,Fast,Good,Slow,Good,Fast,Good,Fast,Bad,Fast,Good,Slow,Slow,Fast,Slow
Low,Slow,Fast,Slow,Slow,Fast,Fast,Wheeled,Wheeled,Wheeled,Bad,Slow,Good,Fast,Good,Slow,Good,Slow,Good,Fast,Good,Fast,Slow,Fast,Slow
Low,Fast,Slow,Slow,Fast,Fast,Slow,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Slow,Bad,Fast,Good,Fast,Good,Fast,Good,Slow,Slow,Slow,Fast
Low,Fast,Fast,Slow,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Good,Fast,Bad,Slow,Good,Fast,Good,Fast,Good,Slow,Fast,Slow,Fast
High,Slow,Fast,Fast,Slow,Fast,Fast,Tracked,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Good,Slow,Good,Fast,Good,Fast,Slow,Slow,Fast
Low,Slow,Fast,Fast,Slow,Slow,Fast,Wheeled,Wheeled,Wheeled,Good,Slow,Good,Fast,Good,Fast,Good,Slow,Good,Slow,Good,Fast,Fast,Slow,Fast
Low,Fast,Fast,Fast,Fast,Fast,Fast,Wheeled,Wheeled,Wheeled,Good,Fast,Bad,Slow,Good,Fast,Good,Fast,Good,Fast,Good,Fast,Fast,Slow,Fast
